Date,Time,Level,Message
2025-08-10,22:11:24:849683,INFO,Launching browser
2025-08-10,22:11:27:336126,INFO,Retrieving login page 'https://mega.nz/login'
2025-08-10,22:11:31:472867,INFO,Login button clicked
2025-08-10,22:11:31:474075,INFO,Waiting for homepage to load...
2025-08-10,22:11:33:879720,INFO,Logged in successfully and homepage loaded.
2025-08-10,22:11:37:978264,INFO,Getting storage details from 'https://mega.nz/fm/dashboard'
2025-08-10,22:11:37:978604,DEBUG,Profile name: Tamara Wu
2025-08-10,22:11:37:978864,DEBUG,Email: 
2025-08-10,22:11:37:978972,DEBUG,Plan: 
2025-08-10,22:11:38:033723,DEBUG,Cloud drive: 0 MB
2025-08-10,22:11:38:067475,DEBUG,Backups: 0 MB
2025-08-10,22:11:38:096385,DEBUG,Versions: 0 MB
2025-08-10,22:11:38:129500,DEBUG,Rubbish bin: 0 MB
2025-08-10,22:11:38:173024,ERROR,"Exception during login flow: ElementHandle.inner_text: Execution context was destroyed, most likely because of a navigation
Call log:
  - waiting for locator("":scope"")
"
2025-08-10,22:11:48:215728,INFO,Launching browser
2025-08-10,22:11:50:631266,INFO,Retrieving login page 'https://mega.nz/login'
2025-08-10,22:11:54:145905,INFO,Login button clicked
2025-08-10,22:11:54:146374,INFO,Waiting for homepage to load...
2025-08-10,22:11:58:441499,INFO,Logged in successfully and homepage loaded.
2025-08-10,22:11:58:681858,ERROR,"Exception during login flow: Page.goto: NS_BINDING_ABORTED
Call log:
  - navigating to ""https://mega.nz/fm/dashboard"", waiting until ""load""
"
2025-08-10,22:12:05:205050,INFO,Launching browser
2025-08-10,22:12:07:614101,INFO,Retrieving login page 'https://mega.nz/login'
2025-08-10,22:12:11:257031,INFO,Login button clicked
2025-08-10,22:12:11:257272,INFO,Waiting for homepage to load...
2025-08-10,22:12:13:428923,INFO,Logged in successfully and homepage loaded.
2025-08-10,22:12:17:547564,INFO,Getting storage details from 'https://mega.nz/fm/dashboard'
2025-08-10,22:12:17:548983,DEBUG,Profile name: David Sloan
2025-08-10,22:12:17:549213,DEBUG,Email: panickyburritos5@somoj.com
2025-08-10,22:12:17:549399,DEBUG,Plan: Free
2025-08-10,22:12:17:603433,DEBUG,Cloud drive: (0 B)
2025-08-10,22:12:17:629272,DEBUG,Backups:  0 MB 
2025-08-10,22:12:17:655815,DEBUG,Versions: (0 B)
2025-08-10,22:12:17:681548,DEBUG,Rubbish bin: (0 B)
2025-08-10,22:12:17:714499,DEBUG,Available: (20.00 GB)
2025-08-10,22:12:17:714747,INFO,Tasks complete. Closing browser.
2025-08-10,22:12:24:225074,INFO,Launching browser
2025-08-10,22:12:26:334102,INFO,Retrieving login page 'https://mega.nz/login'
2025-08-10,22:12:29:974649,INFO,Login button clicked
2025-08-10,22:12:29:975013,INFO,Waiting for homepage to load...
2025-08-10,22:12:32:015966,INFO,Logged in successfully and homepage loaded.
2025-08-10,22:12:35:666420,INFO,Getting storage details from 'https://mega.nz/fm/dashboard'
2025-08-10,22:12:35:666725,DEBUG,Profile name: Janice Barrett
2025-08-10,22:12:35:667637,DEBUG,Email: 
2025-08-10,22:12:35:667914,DEBUG,Plan: 
2025-08-10,22:12:35:731890,DEBUG,Cloud drive: 0 MB
2025-08-10,22:12:35:765253,DEBUG,Backups: 0 MB
2025-08-10,22:12:35:898342,DEBUG,Versions: (0 B)
2025-08-10,22:12:35:941271,DEBUG,Rubbish bin: (0 B)
2025-08-10,22:12:35:965307,DEBUG,Available: (20.00 GB)
2025-08-10,22:12:35:965560,INFO,Tasks complete. Closing browser.
2025-08-10,22:12:42:599739,INFO,Launching browser
2025-08-10,22:12:44:556913,INFO,Retrieving login page 'https://mega.nz/login'
2025-08-10,22:12:48:093330,INFO,Login button clicked
2025-08-10,22:12:48:093702,INFO,Waiting for homepage to load...
2025-08-10,22:12:50:742591,INFO,Logged in successfully and homepage loaded.
2025-08-10,22:12:54:928578,INFO,Getting storage details from 'https://mega.nz/fm/dashboard'
2025-08-10,22:12:54:928943,DEBUG,Profile name: Michael Tran
2025-08-10,22:12:54:929215,DEBUG,Email: 
